,Size,Society,Location,total_sqft,Available by,Age(in yrs),Status,Price(In Lakhs)
42921,3,Godrej Prana,Undri,940, Aug 2020,0,New,99.1
42922,1,Goel Ganga Fernhill Phase 02,Undri,649,Ready To Move,1,Resale,34.5
42923,3,Panchshil Township,Kharadi,2300, May 2027,0,New,280
42924,2,Urban Skyline Phase II,Ravet,802, Apr 2025,0,New,84.98
42925,2,Marvel Albero,Kondhwa,1200, May 2023,0,New,88
42926,2,Mittal Sky High Towers,Hinjewadi,590, Nov 2023,0,New,70
42927,3,Paradise Sai World Retreat,Maval,3450, May 2024,0,New,300
42928,3,Blue Royal Platinum Heritage,Ravet,1400, Nov 2023,0,New,77
42929,3,Omega Paradise,Wakad,1560,Ready To Move,13,Resale,82
42930,2,Tejas Poorva Shrushti,Dhayari,912, May 2028,0,New,75
42931,2,Reputed Builder SURAJ APARMENTS,Kondhwa,1150,Ready To Move,3,Resale,70
42932,2,Amit Bloomfield Apartment,Ambegaon Budruk,1250,Ready To Move,11,Resale,75
42933,3,Abhinav Pebbles Greenfield,Tathawade,1249, Nov 2025,0,New,99.5
42934,2,Nahar Yash Ganga Residency,Dhayari,875, Dec 2023,0,New,54
42935,2,Pristine Prolife,Wakad,1065, Apr 2028,0,New,72.55
42936,2,Majestique Manhattan,Wagholi,1000, Mar 2025,0,New,42
42937,2,Aaiji Crystal,Tingre Nagar,1192, Apr 2026,0,New,90
42938,4,Pride Purple Park Grandeur,Baner,2550,Ready To Move,6,Resale,405
42939,1,Gandhi Bafna Ayaan,Wagholi,691, May 2027,0,New,45
42940,2,VTP Sierra,Baner,1100, Dec 2025,0,New,80
42941,1,Yashada Sterling Blooms,Rahatani,493,Ready To Move,1,Resale,40.37
42942,3,Shree Venkatesh Erandwane Central,Erandwane,979, May 2025,0,New,250
42943,2,Achalare Spring Gardens,Moshi,1048,Ready To Move,2,Resale,67
42944,2,Sukhwani Artize,Ravet,950,Ready To Move,2,Resale,62.38
42945,4,Godrej Wood Park,Mamurdi,1932, Nov 2024,0,New,99.9
42946,2,Panama Silver Stone,Hinjawadi Village,779,Ready To Move,2,Resale,52.94
42947,2,Nanded Sargam At Nanded City,Dhayari,1050, Nov 2023,0,New,90
42948,3,Nyati Elysia IV,Kharadi,934, Dec 2024,0,New,111
42949,2,Gulmohor Construction Imperial,Dhayari,950,Ready To Move,2,Resale,45
42950,2,Kumar Primavera B6,Wadgaon Sheri,850,Ready To Move,2,Resale,67
42951,1,Anshul Kanvas A And E Building,Wagholi,678, Sep 2023,0,New,31.9
42952,2,Kohinoor Tinsel Town Phase II,Hinjewadi,960,Ready To Move,2,Resale,60
42953,2,Rama Metro Life Optima Residences,Tathawade,473, Feb 2025,0,New,62.07
42954,3,Gera Trinity Towers,Kharadi,1750,Ready To Move,7,Resale,185
42955,4,K Raheja T11 Named As Raheja Stellar In RV Premeire,NIBM Annex Mohammadwadi,2748, Dec 2026,0,New,242
42956,2,L S Laxmi Avenue,Wakad,1012, Nov 2025,0,New,55
42957,2,Paranjape Gloria Grace,Bavdhan,1000,Ready To Move,9,Resale,79.65
42958,2,Abhinav Pebbles Urbania,Bavdhan,997, May 2026,0,New,75
42959,2,Vardhaman Moonstone,Tathawade,1004,Ready To Move,2,Resale,57.28
42960,1,Kohli Saudagar Garden,Ravet,700,Ready To Move,9,Resale,36.8
42961,3,Reputed Builder Sunshree Suntec,Kondhwa,1581,Ready To Move,3,Resale,90
42962,5,Panchshil Yoo Pune,Hadapsar,6900, Apr 2025,0,New,1100
42963,2,Bramha Skycity,Dhanori,970, Jun 2025,0,New,53.35
42964,4,Kasturi Epitome,Wakad,2000, Jun 2024,0,New,250
42965,3,Pride Purple Park Connect,Hinjewadi,875, Nov 2022,0,New,70
42966,2,Bharat The Province,Tathawade,1080,Ready To Move,2,Resale,65
42967,3,Goel Ganga Ganga Platino Phase III,Kharadi,1434, Nov 2023,0,New,153
42968,1,GK Aryavat,Ravet,535, May 2022,0,New,43.2
42969,2,Rigved Uptown,Balewadi,1150, Dec 2023,0,New,66.51
42970,2,Sonigara Presidency,Ravet,933, Apr 2025,0,New,57.35
42971,3,Konark Indrayu Enclave 2,NIBM,1500, Nov 2027,0,New,120
42972,2,Delta Shree Residency,Chikhali,470, Jun 2023,0,New,33.5
42973,3,Pune Emerald Bay Building 13,Mundhwa,1127, Dec 2027,0,New,91.44
42974,1,MAPPLEWOODZ,Wagholi,650,Ready To Move,4,Resale,25
42975,2,Brahma Crop Collection Kalyani Nagar,Kalyani Nagar Annexe,1120, Dec 2022,0,New,75
42976,2,Golden Valley,Mundhwa,657, Dec 2026,0,New,59.49
42977,2,Dreams Sankalp,Wagholi,700, Jun 2027,0,New,30
42978,1,Tirupati Nakshatra,Nere,391, Dec 2026,0,New,25.28
42979,3,Austin Arena,Tathawade,1350, Dec 2025,0,New,90
42980,2,Rohan Abhilasha,Wagholi,545,Ready To Move,5,Resale,42
42981,1,Dreams Residency,Vishrantwadi,680, Apr 2023,0,New,42
42982,2,Goyal My Home MH14 Punawale,Wakad,1005, Jan 2028,0,New,47.23
42983,2,Prithvi Sai Velocity,Bavdhan,1100,Ready To Move,2,Resale,67
42984,2,Gera Planet Of Joy,Wagholi,1015, Dec 2025,0,New,80
42985,2,Mantra Moments Phase 5,Moshi,889, Nov 2021,0,New,45.77
42986,2,Yash Kshitij Residency,Kothrud,720, Mar 2025,0,New,115
42987,2,Namrata Life 360 Phase I,Rahatani,602, May 2025,0,New,72.45
42988,4,Kasturi Epitome,Wakad,2450,Ready To Move,5,Resale,261
42989,3,Rajmata Trinity Greens,Wakad,1390,Ready To Move,3,Resale,75.5
42990,3,Royal Velstand Phase 2 Formerly Kul Scapes,Kharadi,1284, Nov 2023,0,New,143
42991,2,Konark Grand Casa,Thergaon,775, Oct 2023,0,New,65.93
42992,2,Yashada Panache,Wakad,1000,Ready To Move,8,Resale,65
42993,2,Vistacore Ambiience Antilia,Bavdhan,1000, Jul 2026,0,New,85
42994,1,SG And BHP Shivdham,Rahatani,786,Ready To Move,3,Resale,37.25
42995,2,GK Aryavat,Ravet,992,Ready To Move,0,Resale,53
42996,2,Bhaktamar Residency,Wadgaon Sheri,1033,Ready To Move,2,Resale,69.96
42997,2,Mind MSR Seasons,Chinchwad,593, Nov 2025,0,New,82.67
42998,2,Belvalkar Solacia,Wagholi,975, Dec 2024,0,New,48
42999,2,Paranjape Blue Ridge,Hinjewadi,1400,Ready To Move,2,Resale,98
43000,2,Krishna Aviro,NIBM Annex Mohammadwadi,698, Jun 2025,0,New,57.1
43001,2,Metricon Chandrasmit,Kothrud,1068, Jun 2025,0,New,160
43002,3,Suyog Nisarg,Moshi,1228, May 2024,0,New,72
43003,2,Goel Ganga Constella,Kharadi,1100,Ready To Move,13,Resale,84
43004,3,Sukhwani Panorama,Sus,1317,Ready To Move,6,Resale,82.46
43005,3,Supreme Estia,Baner,1440, Dec 2025,0,New,133
43006,2,Realcon Nirman Cosmopolis,Tathawade,1120, Nov 2030,0,New,85
43007,1,Nisarg Sahara,Akurdi,638,Ready To Move,10,Resale,35.6
43008,2,Space 64 Meridien,Ravet,1071, Nov 2026,0,New,57.29
43009,4,K Raheja Vistas Premiere,NIBM Annex Mohammadwadi,3800, Dec 2025,0,New,350
43010,2,Future City 1,Hinjewadi Kasarsai Road,1000, Nov 2020,0,New,8
43011,5,Reputed Builder Cosmos Prime,Magarpatta,2200,Ready To Move,3,Resale,270
43012,3,SB Patil Siddhi Tower,Lohegaon,1400, Dec 2025,0,New,51
43013,3,Kolte Patil Life Republic Sector R1 1st Avenue,Hinjewadi,862, May 2027,0,New,102
43014,1,Sai Sarisha,Tathawade,600, Dec 2024,0,New,35.2
43015,1,B K Pride Homes,Dighi,590,Ready To Move,1,Resale,36
43016,1,Sahil Yashika,Kondhwa,555, Aug 2023,0,New,29.5
43017,2,Kohinoor West View Reserve,Punawale,985, Nov 2028,0,New,71
43018,3,Pinewood,Baner,2062, Dec 2028,0,New,245
43019,2,Godrej Wood Park,Mamurdi,1083, Oct 2027,0,New,99.37
43020,1,Majestique Signature Towers Phase 3,Pimpri,593, Nov 2029,0,New,42.05
43021,2,Krisala 41 Estera,Tathawade,875, Nov 2020,0,New,46.5
43022,3,Gera World Of Joy L,Lohegaon,1575, May 2028,0,New,54
43023,2,Bramha F Residences,Wadgaon Sheri,1156,Ready To Move,6,Resale,83
43024,2,Runwal The Central Park Phase 3,Chinchwad,1100, May 2027,0,New,85
43025,3,Mantri Kishor Park,Ashok Nagar,1550,Ready To Move,3,Resale,225
43026,2,Darode Shriniwas Liviano Phase I,Kharadi,1432,Ready To Move,4,Resale,110
43027,2,Rajvansh Vansh Viva,Ravet,970, Nov 2024,0,New,41.41
43028,1,Mihir Codename Techno Lux,Wakad,700, Mar 2023,0,New,45
43029,3,Ceratec Pavilion,Ravet,900, Nov 2025,0,New,49.75
43030,2,Shree Sonigara Signature Park,Pimple Saudagar,1010,Ready To Move,2,Resale,82
43031,1,Dreams Residency,Vishrantwadi,680,Ready To Move,10,Resale,45
43032,5,Pharande Puneville Phase I,Tathawade,2500, Oct 2025,0,New,200
43033,1,Konark Grand Casa,Thergaon,570, Oct 2023,0,New,49.33
43034,2,B K Oxygen Valley,Baner,935, Jun 2023,0,New,80
43035,1,Welworth Purnam,Hinjewadi,580,Ready To Move,1,Resale,19.99
43036,2,Spacemint Easterlia,Lohegaon,865, Apr 2024,0,New,46
43037,2,Shree Venktesh Viom,Kothrud,815, Nov 2024,0,New,130
43038,2,Sobha Park,Kondhawe Dhawade,900, Sep 2026,0,New,95
43039,2,Kohinoor Kaleido,Kharadi,696, Nov 2027,0,New,72
43040,1,Anshul Ballina,Akurdi,758,Ready To Move,10,Resale,34.44
43041,3,Kolte Patil Downtown,Kharadi,1470, Oct 2024,0,New,160
43042,2,Sai Crown Imperial,Thergaon,786,Ready To Move,2,Resale,55
43043,2,Meghsparsh B N Heights,Chikhali,983, Dec 2027,0,New,56.09
43044,2,Gera Park View 1,Kharadi,1078,Ready To Move,2,Resale,82
43045,2,Shrem Kekarav Phase I,Bavdhan,2534,Ready To Move,1,Resale,143
43046,1,Oxford Paradise,Sus,675, Feb 2024,0,New,45
43047,2,Choice Goodwill Nirmiti,Dhanori,1080, Jul 2020,0,New,46
43048,1,Bora Realty LLP Samrat Sarthak,Katraj,644,Ready To Move,2,Resale,44.5
43049,2,Vilas Palladio Phase 2,Tathawade,764, May 2026,0,New,52.6
43050,2,Ellora Privia Prestige,Chikhali,1380, Dec 2027,0,New,81
43051,2,Tatvam V Uptown,Ravet,1034, Dec 2026,0,New,70.2
43052,2,Golecha Ethos,Tathawade,946, Dec 2026,0,New,55
43053,1,Pratham Pratham Apartments,Wakad,785, Nov 2023,0,New,42
43054,2,Venkatesh Graffiti Glover Phase 2,Mundhwa,636, Aug 2025,0,New,69.65
43055,3,Greenland Greenland Society,Pimple Saudagar,1400, May 2025,0,New,102
43056,4,Kasturi The Balmoral Riverside,Baner,1609, Dec 2026,0,New,270
43057,2,Kohinoor Shangrila,Pimpri,732, Dec 2026,0,New,88
43058,2,Wadhwani Sai Paradise,Tathawade,997,Ready To Move,2,Resale,78
43059,3,ARV Uthville,Kharadi,1010, Dec 2024,0,New,100
43060,2,Mind Queenstown,Chinchwad,1000, Dec 2022,0,New,81
43061,4,Gera Trinity Towers,Kharadi,1750, Aug 2026,0,New,190
43062,2,Puravankara Aspire,Bavdhan,1180, Feb 2024,0,New,115
43063,2,GK Roseland Residency,Pimple Saudagar,1080, Dec 2026,0,New,82
43064,2,Legacy Ivy,Punawale,1046, Oct 2025,0,New,56.39
43065,2,Aditya Shagun Aditya Shagun,Bavdhan,1000,Ready To Move,16,Resale,78
43066,2,Godrej River Greens,Manjari,569, Feb 2025,0,New,56.99
43067,3,Tirupati Vasantam,Dhanori,1350,Ready To Move,8,Resale,125
43068,2,Godrej Wood Park,Mamurdi,919,Ready To Move,0,Resale,99.02
43069,3,Gera World Of Joy S,Kharadi,1003, Feb 2025,0,New,109
43070,3,Reputed Builder Krishna Park,Dhanori,950, May 2023,0,New,45
43071,3,Wadhwa Solitaire,Hadapsar,1721,Ready To Move,4,Resale,111
43072,2,Kohinoor Westview Reserve,Wakad,1077, Dec 2025,0,New,77.5
43073,2,Kuber Imperia,Kothrud,1050,Ready To Move,2,Resale,90
43074,2,Swaraj Homes Jeevan Anmol Apartment,Dhanori,938,Ready To Move,2,Resale,59
43075,5,Goodwill Abode,Maval,2378, May 2024,0,New,452
43076,2,Jhamtani Vision Ace,Tathawade,1012,Ready To Move,2,Resale,49
43077,4,Amanora Future Towers,Hadapsar,2185, May 2023,0,New,133
43078,4,Shubh Nirvana Viman Nagar,Viman Nagar,2763, Dec 2025,0,New,243
43079,3,Shivdan M J Opera,Wakad,1100, Sep 2025,0,New,94
43080,2,Pristine Prolife,Wakad,1148, Nov 2028,0,New,87
43081,3,Mantra Insignia Phase 2,Mundhwa,789, May 2024,0,New,72.59
43082,3,Pharande Vaarivana,Talegaon Dabhade,1200, Dec 2024,0,New,54
43083,1,Venkatesh Oxy Desire,Wagholi,676,Ready To Move,1,Resale,25.6
43084,2,Nyati Elan West II,Wagholi,890,Ready To Move,4,Resale,40.5
43085,1,Jairaj Aaradhyam Phase III,Kondhwa,541, Jun 2023,0,New,28
43086,2,Manav Wildwoods,Wagholi,675, Sep 2023,0,New,48.11
43087,1,Enerrgia Skyi Songbirds,Bavdhan,648, Nov 2020,0,New,37.46
43088,1,Bramha Avenue,Kondhwa,550, May 2023,0,New,40
43089,6,Marvel Diva 2,Hadapsar,6470,Ready To Move,9,Resale,900
43090,3,Magarpatta Roystonea,Hadapsar,1550,Ready To Move,13,Resale,165
43091,1,Yashcon Neon,Viman Nagar,600, Jul 2025,0,New,46
43092,1,Venkatesh Oxy Ultima,Wagholi,700,Ready To Move,7,Resale,29
43093,2,Godrej Boulevard,Manjari,554, Aug 2024,0,New,56.85
43094,2,Rajmata Trinity Greens,Wakad,896,Ready To Move,0,Resale,57.7
43095,3,Reputed Builder Puraniks Abitante,Bavdhan,1620,Ready To Move,3,Resale,121
43096,2,Mahalaxmi Zen Estate,Kharadi,1002, Sep 2023,0,New,60
43097,2,Tanish Srushti,Moshi,759, Dec 2028,0,New,38
43098,2,Rahul Arcus Phase I Bldg A,Baner,922,Ready To Move,2,Resale,87.12
43099,1,K K Marks,Ravet,700, Apr 2023,0,New,39
43100,1,Sumeru Sushrut,Dhayari,610,Ready To Move,9,Resale,25
43101,3,Shirine Garden,Aundh,2350, May 2022,0,New,295
43102,2,Rohan Ananta Phase II,Tathawade,699, Aug 2024,0,New,56.46
43103,3,Supreme Estia Phase I,Baner,905, Nov 2024,0,New,130
43104,3,Bharat The Province Phase I,Pimple Saudagar,1200, Mar 2023,0,New,155
43105,3,Saarrthi Shimmer And Shine II,Vadgaon Budruk,1600, Nov 2021,0,New,160
43106,2,Paranjape Gloria Grace,Bavdhan,950, Nov 2026,0,New,84.63
43107,2,Golecha Ethos,Tathawade,976, May 2022,0,New,72
43108,1,Kunal Belleza,Kothrud,596,Ready To Move,2,Resale,59.63
43109,2,Unique K Ville,Ambegaon,592,Ready To Move,7,Resale,16.5
43110,1,Ambiance Aura Kirkatwadi,Kirkatwadi,637,Ready To Move,6,Resale,28.5
43111,1,Pate Balark Arcadia,Dhayari,600,Ready To Move,8,Resale,46
43112,2,Pride Purple Park Ivory,Wakad,792,Ready To Move,5,Resale,68.47
43113,3,Ram Address One,Bibwewadi,1297, Dec 2027,0,New,210
43114,3,VTP Solitaire Phase 1 A B,Pashan,923,Ready To Move,1,Resale,121
43115,3,Kolte Patil Life Republic Sector R7 7th Avenue I Towers,Hinjewadi,1800, Apr 2023,0,New,95
43116,3,Space 64 Meridien,Pirangut,1747,Ready To Move,2,Resale,58.75
43117,2,Welworth Paradise,Baner,980,Ready To Move,9,Resale,83
43118,2,Sentosa Sentosa Serene,Tathawade,976, May 2023,0,New,57.29
43119,2,Nyati Equinox I,Tathawade,900, Aug 2026,0,New,80
43120,2,Bramha Majestic,Kondhwa,850, Aug 2024,0,New,70
43121,3,Siddhi The Address,Moshi,1341, Nov 2024,0,New,83.36
43122,2,City Sai Signature,Mamurdi,1003, Nov 2025,0,New,47.29
43123,3,SSD Sai Pearl Phase 5,Pimple Saudagar,1485,Ready To Move,0,Resale,145
43124,2,Vardhaman Moonstone,Punawale,961, Aug 2024,0,New,60.24
43125,2,Shree Harmony Plaza,Ravet,1250, Aug 2024,0,New,81
43126,2,Lifestyle Royal Oak,Wakad,963, Nov 2023,0,New,59.27
43127,2,Hinjawadi Eon Homes,Hinjawadi Village,1003,Ready To Move,2,Resale,59
43128,2,Vaishnavi Spring Woods Phase II,Wakad,1040,Ready To Move,2,Resale,65
43129,3,KUL Sophronia,Wadgaon Sheri,1530, Feb 2025,0,New,140
43130,2,Mittal Sky High Towers,Hinjewadi,800, Sep 2024,0,New,65
43131,2,Lodha Belmondo,Gahunje,1524, May 2023,0,New,145
43132,2,Majestique Majestique City Building F,Wagholi,800,Ready To Move,3,Resale,55
43133,2,Delta Shree Residency,Chikhali,511, Jun 2023,0,New,36.5
43134,1,Shree Aarambh,Mundhwa,634,Ready To Move,9,Resale,39
43135,1,Ace Sai Kamal,Ravet,700, Jun 2023,0,New,27.5
43136,3,Paranjape Forest Trails Highland Tower 7 And 8,Bhugaon,986, Feb 2026,0,New,75.87
43137,3,Mahalaxmi Zen Estate,Kharadi,1550, Sep 2024,0,New,124
43138,4,Nanded Madhuvanti,Pradhikaran Nigdi,7500, Sep 2024,0,New,325
43139,1,Kolte Patil Life Republic Sector R3 3rd Avenue,Hinjewadi,389, Dec 2023,0,New,27.86
43140,1,Aditya Chintamani Residency,Bibwewadi,600, Nov 2024,0,New,50
43141,2,Kunal Icon,Pimple Saudagar,940, Jul 2023,0,New,78
43142,2,Chintamani Aashish,Dhayari,932,Ready To Move,2,Resale,40.07
43143,2,Kumar Palmgrove Pune,Kondhwa,1100, Nov 2024,0,New,66
43144,3,Kolte Patil Life Republic Sector R16 16th Avenue Arezo J K D Building,Erandwane,1400,Ready To Move,3,Resale,200
43145,3,Tejas Elysian Apartment,Baner,1468, Dec 2024,0,New,135
43146,2,Reputed Builder Silver Oak Society,New Kalyani Nagar,1110, Jun 2024,0,New,110
43147,2,Naiknavare Trinity Court,Koregaon Park,1250,Ready To Move,2,Resale,120
43148,1,MP Residency,Hinjewadi,695, Feb 2025,0,New,48.65
43149,2,Ace Almighty Gamma Tower,Tathawade,517, Nov 2022,0,New,51.7
43150,1,Mayuri Infinity,Hadapsar,575, Jun 2026,0,New,33.5
43151,4,Lohia Megh Malhar Raga,Karve Nagar,2164, Jul 2025,0,New,300
43152,1,Sukhwani Palms,Wagholi,655, Nov 2025,0,New,30
43153,3,Uday Hilltop Residency,Ravet,1584,Ready To Move,7,Resale,90.29
43154,2,Swaraj Homes Chandan Garden,Kondhwa,1600, Nov 2021,0,New,135
43155,2,Arun Sheth Sanskriti,Wakad,1105,Ready To Move,8,Resale,72
43156,2,Yash Florencia,Kondhwa,1020, Nov 2022,0,New,49
43157,1,Kolte Patil Ivy Estate Nia,Wagholi,652, Mar 2024,0,New,29
43158,3,Swadik ANP Ultimus,Wakad,1115, Jun 2027,0,New,93.5
43159,3,Polite Precisa,Ravet,1200,Ready To Move,2,Resale,63.4
43160,1,Sahyadri Vishwa B,Loni Kalbhor,542,Ready To Move,4,Resale,25
43161,3,Purple Cloud 9,Sadashiv Peth,1300, May 2023,0,New,145
43162,2,Nanded Asawari,Katraj,1058,Ready To Move,2,Resale,83
43163,1,Kulkarni Asmant,Sus,367, Aug 2024,0,New,35.99
43164,2,Mak Snehangan Residency,Wakad,1012,Ready To Move,1,Resale,53
43165,2,Prakalp Pride,Baner,706,Ready To Move,123,Resale,47.65
43166,2,Sigma Courtyard One Phase 2,Tathawade,996, May 2024,0,New,56
43167,3,Puravankara Aspire,Bavdhan,1629, Feb 2024,0,New,139
43168,1,ARV Ganga Kingston,NIBM Annex Mohammadwadi,600,Ready To Move,18,Resale,60
43169,2,BU Bhandari Vaastu Viva ABCD,Wakad,712, Nov 2023,0,New,50.46
43170,1,Majestique Manhattan,Wagholi,319, Aug 2023,0,New,32.75
43171,3,Pristine Prolife,Wakad,1430,Ready To Move,7,Resale,110
43172,3,Sobha Nesara Block 1,Kothrud,1010, Aug 2024,0,New,156
43173,3,Pegasus Megapolis Sangria Towers,Hinjewadi,1640, Mar 2023,0,New,90
43174,2,Kool Green Valley,Bavdhan,1070,Ready To Move,10,Resale,95
43175,2,Majestique Manhattan,Wagholi,956, Jun 2023,0,New,42
43176,2,Magarpatta Annex,Hadapsar,900,Ready To Move,9,Resale,83
43177,2,Rama Melange Residences Phase I,Hinjewadi,596, May 2025,0,New,59.29
43178,2,Venkatesh Graffiti Glover Phase 2,Mundhwa,968, Aug 2025,0,New,63.8
43179,3,I Build Florista County,Hadapsar,1239,Ready To Move,3,Resale,60
43180,2,Royal Hill Crest,Ravet,925,Ready To Move,2,Resale,58.35
43181,2,Jagtap Engracia,Pimple Gurav,1075, Nov 2024,0,New,87
43182,2,Rohan Ananta Phase II,Tathawade,648, Feb 2024,0,New,52.71
43183,3,Sukhwani Skylines,Wakad,1249, May 2027,0,New,81.5
43184,3,Kolte Patil IVY Estate,Wagholi,1642, May 2022,0,New,73
43185,3,Nahar F Residences,Bibwewadi,2350,Ready To Move,3,Resale,260
43186,3,Benchmark Cyprus,Tathawade,1600, May 2023,0,New,80
43187,3,Magarpatta Cosmos,Hadapsar,1750, Jun 2025,0,New,118
43188,1,Shapoorji Pallonji Joyville Hadapsar Annexe,Manjari,430, Jul 2024,0,New,35
43189,3,Runal Spacio,Ravet,613, Nov 2022,0,New,61.44
43190,3,Bramha Skycity,Dhanori,1354, Dec 2023,0,New,74.47
43191,2,Kumar Piccadilly,Wakad,890, Nov 2024,0,New,65
43192,4,Pharande Puneville,Tathawade,1942, Dec 2021,0,New,185
43193,2,Kasturi Building A2 Eon Homes,Hinjewadi,1135, Dec 2024,0,New,90
43194,2,G K Daffodils Housing Society,Pimple Saudagar,1050, Dec 2025,0,New,72
43195,1,Malpani Cereza,Tathawade,577,Ready To Move,1,Resale,30.48
43196,2,Shapoorji Pallonji Codename Tornado,Hinjewadi,654, Oct 2024,0,New,74.5
43197,2,Unique Palazzo Greens,Bavdhan,1049, Dec 2026,0,New,77.6
43198,3,Acropolis The Ark Voyage To The Stars Phase II,NIBM Annex Mohammadwadi,2800, Jun 2029,0,New,264
43199,2,Nyati Erica,Kothrud,1080,Ready To Move,2,Resale,177
43200,2,Giritirtha Solasta,Ravet,1000, Dec 2025,0,New,65
43201,2,Vinode Insignia,Wakad,970, Sep 2027,0,New,60
43202,2,Sampada Little Earth Masulkar City,Mamurdi,656,Ready To Move,1,Resale,44.96
43203,2,J N Adiamville,Tathawade,900,Ready To Move,2,Resale,48.26
43204,2,Kolte Patil 24K Stargaze,Balewadi,1070, Nov 2027,0,New,81
43205,3,Paranjape Gloria Grace,Bavdhan,1550,Ready To Move,9,Resale,120
43206,1,Sahil Yashika,Kondhwa,555, May 2023,0,New,29.5
43207,2,Gulmohor Construction Imperial,Dhayari,950, Dec 2025,0,New,45
43208,3,J N Adiamville,Tathawade,1480, Oct 2023,0,New,58.89
43209,2,Jupiter Aayush Park,Talegaon Dabhade,791, Aug 2024,0,New,32
43210,1,Pethkar Samrajya,Kothrud,600, May 2026,0,New,60
43211,2,Ravinanda Skylights,Wagholi,935,Ready To Move,7,Resale,43
43212,2,Sree Little Hearts,Undri,950,Ready To Move,2,Resale,40
43213,2,Choice Park Vista Phase 3,Lohegaon,800, Oct 2024,0,New,48.43
43214,2,Goel Ganga Newtown Phase I,Dhanori,703, Sep 2023,0,New,42.72
43215,2,Sukhwani Panorama,Sus,970, Dec 2024,0,New,59.24
43216,2,Diamond Nexus Nirvana Beyond,Ravet,877, Feb 2023,0,New,36.5
43217,3,Naiknavare Avon Vista Phase 1 And Phase 2,Balewadi,1617, May 2028,0,New,149
43218,3,Swaraj Homes Shlok Residency,Bhugaon,1150, May 2023,0,New,61
43219,3,Godrej Hillside 1,Mahalunge,787, Mar 2024,0,New,83.6
43220,2,Runal Gateway Phase 1,Wagholi,1000,Ready To Move,2,Resale,12
43221,3,Kolte Patil 24K Opula,Pimple Nilakh,1164, Nov 2021,0,New,134
43222,4,Rohan Kritika,Dattavadi,2660, Aug 2027,0,New,368
43223,2,Bramha Bramha The Collection,Wadgaon Sheri,1190, Dec 2026,0,New,79.8
43224,3,Nyati Elan West III,Wagholi,1350, Sep 2023,0,New,80
43225,2,Swaraj Homes Sneha Shilp CHS,Kothrud,856, Apr 2026,0,New,140
43226,3,Mahesh Galaxy,Gorhe Bk.,3000,Ready To Move,4,Resale,32.25
43227,2,Rahul Construction Rahul Downtown,Punawale,900, Sep 2024,0,New,71
43228,2,TCG The Crown Greens Phase 2,Hinjewadi,1050, Nov 2023,0,New,69.8
43229,2,Shri 4 Taljai Hills Phase 1,Vadgaon Budruk,1054, Dec 2025,0,New,83
43230,2,Ashiana Ashiana Malhar,Hinjewadi,985, Oct 2026,0,New,58
43231,2,Manav Wildwoods Phase 1,Wagholi,550, Dec 2028,0,New,45.36
43232,2,Five Star ANP Atlantis Phase I,Baner,1100, May 2025,0,New,77
43233,2,Trimurti Chandraabha,Dhayari,950,Ready To Move,8,Resale,57
43234,2,Kalpataru Splendour,Wakad,1150, Mar 2028,0,New,77
43235,3,Kolte Patil Centria,Mohammed wadi,1310,Ready To Move,3,Resale,60
43236,2,Nahar F Residences Phase I,Balewadi,725, Nov 2021,0,New,73.19
43237,1,Hermes Ramesh Pune Terrace,Shastri Nagar,780, Nov 2027,0,New,52
43238,2,Vardhaman Moonstone,Tathawade,930,Ready To Move,2,Resale,53.69
43239,1,Ceratec Antara,Kondhwa,684, May 2024,0,New,31
43240,2,Sree Daffodils Avenue,Somatane,984,Ready To Move,4,Resale,34
43241,2,Shree Sonigara Signature Park,Tathawade,1019, Dec 2023,0,New,58.5
43242,2,GK Aryavat,Ravet,830,Ready To Move,0,Resale,45.27
43243,1,Godrej Hillside 1,Mahalunge,644,Ready To Move,1,Resale,55
43244,3,Shree Venkatesh Erandawane Central,Erandwane,982, Aug 2026,0,New,241
43245,2,Karia Konark Splendour,Wadgaon Sheri,1100, Sep 2029,0,New,98
43246,2,Anand Rise Alta,Tathawade,981, Dec 2025,0,New,64.28
43247,2,Majestique 38 Park Majestique C And F,Undri,990, Nov 2029,0,New,43
43248,3,Reputed Builder Raghunandan Apartment,Dhayari,1530, Dec 2027,0,New,95
43249,2,Majestique Towers East,Kharadi,780, May 2024,0,New,67
43250,3,Amanora Future Towers,Hadapsar,1365,Ready To Move,7,Resale,83.26
43251,4,Gera GreensVille,Kharadi,5600,Ready To Move,3,Resale,430
43252,1,Shivkrupa Prestige,Nanded,553,Ready To Move,1,Resale,16.03
43253,1,PGD Pinnacle,Mundhwa,436, Aug 2024,0,New,44.5
43254,2,Pride Purple Park Ivory,Wakad,796, Dec 2022,0,New,68.79
43255,2,OM Tropica Phase II,Ravet,950,Ready To Move,2,Resale,63
43256,3,Ashtekar Silver Oak,Katraj,1250,Ready To Move,9,Resale,95
43257,3,Legacy Square,Wakad,2001,Ready To Move,8,Resale,200
43258,2,Majestique Manhattan,Wagholi,399, Dec 2021,0,New,39.07
43259,2,BU Bhandari Unity Park,Kondhwa,850, Nov 2026,0,New,45
43260,2,Swaraaj Heights,Punawale,1000, Apr 2026,0,New,47
43261,5,BU Bhandari Greens,Dhanori,4200, Dec 2025,0,New,210
43262,2,Duville Riverdale Heights,Kharadi,1100,Ready To Move,2,Resale,83
